session,audio,text,speaker_id,test_data
F01-Session1-arrayMic-0126,/F01/Session1/wav_arrayMic/0126.wav,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT,F01,0
F01-Session1-arrayMic-0128,/F01/Session1/wav_arrayMic/0128.wav,STORM,F01,0
F01-Session1-arrayMic-0129,/F01/Session1/wav_arrayMic/0129.wav,STORM,F01,0
F01-Session1-arrayMic-0130,/F01/Session1/wav_arrayMic/0130.wav,GRANDFATHER LIKES TO BE MODERN IN HIS LANGUAGE,F01,0
F01-Session1-arrayMic-0131,/F01/Session1/wav_arrayMic/0131.wav,TORN,F01,0
F01-Session1-arrayMic-0132,/F01/Session1/wav_arrayMic/0132.wav,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE,F01,1
F01-Session1-arrayMic-0133,/F01/Session1/wav_arrayMic/0133.wav,TRAIT,F01,1
F01-Session1-arrayMic-0134,/F01/Session1/wav_arrayMic/0134.wav,YES,F01,0
F01-Session1-headMic-0006,/F01/Session1/wav_headMic/0006.wav,STICK,F01,1
F01-Session1-headMic-0008,/F01/Session1/wav_headMic/0008.wav,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS,F01,1
F01-Session1-headMic-0009,/F01/Session1/wav_headMic/0009.wav,PAT,F01,0
F01-Session1-headMic-0010,/F01/Session1/wav_headMic/0010.wav,UP,F01,1
F01-Session1-headMic-0011,/F01/Session1/wav_headMic/0011.wav,MEAT,F01,0
F01-Session1-headMic-0012,/F01/Session1/wav_headMic/0012.wav,MEAT,F01,0
F01-Session1-headMic-0013,/F01/Session1/wav_headMic/0013.wav,KNOW,F01,1
F01-Session1-headMic-0014,/F01/Session1/wav_headMic/0014.wav,HE SLOWLY TAKES A SHORT WALK IN THE OPEN AIR EACH DAY,F01,1
F01-Session1-headMic-0015,/F01/Session1/wav_headMic/0015.wav,AIR,F01,0
F01-Session1-headMic-0016,/F01/Session1/wav_headMic/0016.wav,SWARM,F01,0
F01-Session1-headMic-0017,/F01/Session1/wav_headMic/0017.wav,DOUBLE,F01,1
F01-Session1-headMic-0018,/F01/Session1/wav_headMic/0018.wav,NO,F01,0
F01-Session1-headMic-0019,/F01/Session1/wav_headMic/0019.wav,STORM,F01,0
F01-Session1-headMic-0020,/F01/Session1/wav_headMic/0020.wav,USUALLY MINUS SEVERAL BUTTONS,F01,0
F01-Session1-headMic-0021,/F01/Session1/wav_headMic/0021.wav,DUG,F01,0
F01-Session1-headMic-0022,/F01/Session1/wav_headMic/0022.wav,YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER,F01,1
F01-Session1-headMic-0024,/F01/Session1/wav_headMic/0024.wav,KNEE,F01,1
F01-Session1-headMic-0025,/F01/Session1/wav_headMic/0025.wav,FEET,F01,0
F01-Session1-headMic-0026,/F01/Session1/wav_headMic/0026.wav,TRAIN,F01,0
F01-Session1-headMic-0027,/F01/Session1/wav_headMic/0027.wav,BUT HE ALWAYS ANSWERS BANANA OIL,F01,0
F01-Session1-headMic-0028,/F01/Session1/wav_headMic/0028.wav,BUT HE ALWAYS ANSWERS BANANA OIL,F01,0
F01-Session1-headMic-0029,/F01/Session1/wav_headMic/0029.wav,BEAT,F01,0
F01-Session1-headMic-0030,/F01/Session1/wav_headMic/0030.wav,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG,F01,0
F01-Session1-headMic-0031,/F01/Session1/wav_headMic/0031.wav,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG,F01,0
F01-Session1-headMic-0032,/F01/Session1/wav_headMic/0032.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR,F01,1
F01-Session1-headMic-0033,/F01/Session1/wav_headMic/0033.wav,CAR,F01,1
F01-Session1-headMic-0034,/F01/Session1/wav_headMic/0034.wav,FEET,F01,0
F01-Session1-headMic-0035,/F01/Session1/wav_headMic/0035.wav,GIVING THOSE WHO OBSERVE HIM A PRONOUNCED FEELING OF THE UTMOST RESPECT,F01,1
F01-Session1-headMic-0036,/F01/Session1/wav_headMic/0036.wav,WE HAVE OFTEN URGED HIM TO WALK MORE AND SMOKE LESS,F01,0
F01-Session1-headMic-0037,/F01/Session1/wav_headMic/0037.wav,RAKE,F01,0
F01-Session1-headMic-0039,/F01/Session1/wav_headMic/0039.wav,SWORE,F01,1
F01-Session1-headMic-0040,/F01/Session1/wav_headMic/0040.wav,RAVE,F01,1
F01-Session1-headMic-0041,/F01/Session1/wav_headMic/0041.wav,RAVE,F01,1
F01-Session1-headMic-0042,/F01/Session1/wav_headMic/0042.wav,FOR,F01,0
F01-Session1-headMic-0043,/F01/Session1/wav_headMic/0043.wav,SIP,F01,1
F01-Session1-headMic-0044,/F01/Session1/wav_headMic/0044.wav,GROW,F01,0
F01-Session1-headMic-0045,/F01/Session1/wav_headMic/0045.wav,BIT,F01,1
F01-Session1-headMic-0046,/F01/Session1/wav_headMic/0046.wav,CHAIR,F01,1
F01-Session1-headMic-0047,/F01/Session1/wav_headMic/0047.wav,ONE,F01,0
F01-Session1-headMic-0048,/F01/Session1/wav_headMic/0048.wav,FAIR,F01,1
F01-Session1-headMic-0049,/F01/Session1/wav_headMic/0049.wav,TWO,F01,0
F01-Session1-headMic-0050,/F01/Session1/wav_headMic/0050.wav,BETA,F01,1
F01-Session1-headMic-0051,/F01/Session1/wav_headMic/0051.wav,RAGE,F01,0
F01-Session1-headMic-0052,/F01/Session1/wav_headMic/0052.wav,SPARK,F01,1
F01-Session1-headMic-0053,/F01/Session1/wav_headMic/0053.wav,SWARM,F01,0
F01-Session1-headMic-0054,/F01/Session1/wav_headMic/0054.wav,BEAT,F01,0
F01-Session1-headMic-0057,/F01/Session1/wav_headMic/0057.wav,RACE,F01,1
F01-Session1-headMic-0058,/F01/Session1/wav_headMic/0058.wav,THE,F01,1
F01-Session1-headMic-0059,/F01/Session1/wav_headMic/0059.wav,THE,F01,1
F01-Session1-headMic-0060,/F01/Session1/wav_headMic/0060.wav,FORM,F01,0
F01-Session1-headMic-0061,/F01/Session1/wav_headMic/0061.wav,DARK,F01,1
F01-Session1-headMic-0062,/F01/Session1/wav_headMic/0062.wav,SIP,F01,1
F01-Session1-headMic-0063,/F01/Session1/wav_headMic/0063.wav,FARM,F01,0
F01-Session1-headMic-0064,/F01/Session1/wav_headMic/0064.wav,RAID,F01,1
F01-Session1-headMic-0065,/F01/Session1/wav_headMic/0065.wav,FEE,F01,1
F01-Session1-headMic-0066,/F01/Session1/wav_headMic/0066.wav,WEED,F01,1
F01-Session1-headMic-0069,/F01/Session1/wav_headMic/0069.wav,BAT,F01,1
F01-Session1-headMic-0070,/F01/Session1/wav_headMic/0070.wav,HORN,F01,0
F01-Session1-headMic-0071,/F01/Session1/wav_headMic/0071.wav,JAGGED,F01,1
F01-Session1-headMic-0072,/F01/Session1/wav_headMic/0072.wav,SHEET,F01,0
F01-Session1-headMic-0073,/F01/Session1/wav_headMic/0073.wav,CHAIR,F01,1
F01-Session1-headMic-0074,/F01/Session1/wav_headMic/0074.wav,BUBBLE,F01,1
F01-Session1-headMic-0075,/F01/Session1/wav_headMic/0075.wav,WARM,F01,1
F01-Session1-headMic-0076,/F01/Session1/wav_headMic/0076.wav,SHIP,F01,0
F01-Session1-headMic-0079,/F01/Session1/wav_headMic/0079.wav,AIR,F01,0
F01-Session1-headMic-0080,/F01/Session1/wav_headMic/0080.wav,HAIR,F01,1
F01-Session1-headMic-0081,/F01/Session1/wav_headMic/0081.wav,SHARE,F01,1
F01-Session1-headMic-0082,/F01/Session1/wav_headMic/0082.wav,RATE,F01,1
F01-Session1-headMic-0083,/F01/Session1/wav_headMic/0083.wav,GOAT,F01,1
F01-Session1-headMic-0084,/F01/Session1/wav_headMic/0084.wav,TRACE,F01,1
F01-Session1-headMic-0085,/F01/Session1/wav_headMic/0085.wav,SIP,F01,1
F01-Session1-headMic-0086,/F01/Session1/wav_headMic/0086.wav,GO,F01,1
F01-Session1-headMic-0087,/F01/Session1/wav_headMic/0087.wav,ALPHA,F01,1
F01-Session1-headMic-0088,/F01/Session1/wav_headMic/0088.wav,LEFT,F01,0
F01-Session1-headMic-0089,/F01/Session1/wav_headMic/0089.wav,STICKS,F01,0
F01-Session1-headMic-0090,/F01/Session1/wav_headMic/0090.wav,TROUBLE,F01,1
F01-Session1-headMic-0091,/F01/Session1/wav_headMic/0091.wav,DAGGER,F01,1
F01-Session1-headMic-0093,/F01/Session1/wav_headMic/0093.wav,A LONG FLOWING BEARD CLINGS TO HIS CHIN,F01,1
F01-Session1-headMic-0094,/F01/Session1/wav_headMic/0094.wav,SLIP,F01,1
F01-Session1-headMic-0095,/F01/Session1/wav_headMic/0095.wav,GLOW,F01,0
F01-Session1-headMic-0097,/F01/Session1/wav_headMic/0097.wav,TRADE,F01,1
F01-Session1-headMic-0098,/F01/Session1/wav_headMic/0098.wav,RANGE,F01,1
F01-Session1-headMic-0099,/F01/Session1/wav_headMic/0099.wav,STUBBLE,F01,1
F01-Session1-headMic-0100,/F01/Session1/wav_headMic/0100.wav,FLOOR,F01,1
F01-Session1-headMic-0101,/F01/Session1/wav_headMic/0101.wav,BUG,F01,1
F01-Session1-headMic-0102,/F01/Session1/wav_headMic/0102.wav,BUG,F01,1
F01-Session1-headMic-0104,/F01/Session1/wav_headMic/0104.wav,YET HE STILL THINKS AS SWIFTLY AS EVER,F01,1
F01-Session1-headMic-0105,/F01/Session1/wav_headMic/0105.wav,YET HE STILL THINKS AS SWIFTLY AS EVER,F01,1
F01-Session1-headMic-0106,/F01/Session1/wav_headMic/0106.wav,YET HE STILL THINKS AS SWIFTLY AS EVER,F01,1
F01-Session1-headMic-0108,/F01/Session1/wav_headMic/0108.wav,JACKET,F01,1
F01-Session1-headMic-0109,/F01/Session1/wav_headMic/0109.wav,BORN,F01,0
F01-Session1-headMic-0110,/F01/Session1/wav_headMic/0110.wav,WARM,F01,1
F01-Session1-headMic-0111,/F01/Session1/wav_headMic/0111.wav,CORN,F01,0
F01-Session1-headMic-0112,/F01/Session1/wav_headMic/0112.wav,RIGHT,F01,0
F01-Session1-headMic-0113,/F01/Session1/wav_headMic/0113.wav,KNEW,F01,1
F01-Session1-headMic-0114,/F01/Session1/wav_headMic/0114.wav,WELL HE IS NEARLY NINETY THREE YEARS OLD,F01,0
F01-Session1-headMic-0115,/F01/Session1/wav_headMic/0115.wav,FEED,F01,0
F01-Session1-headMic-0116,/F01/Session1/wav_headMic/0116.wav,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN,F01,1
F01-Session1-headMic-0117,/F01/Session1/wav_headMic/0117.wav,FEED,F01,0
F01-Session1-headMic-0118,/F01/Session1/wav_headMic/0118.wav,KNEW,F01,1
F01-Session1-headMic-0119,/F01/Session1/wav_headMic/0119.wav,RAIN,F01,0
F01-Session1-headMic-0121,/F01/Session1/wav_headMic/0121.wav,PARK,F01,1
F01-Session1-headMic-0122,/F01/Session1/wav_headMic/0122.wav,TIP,F01,0
F01-Session1-headMic-0123,/F01/Session1/wav_headMic/0123.wav,DOWN,F01,0
F01-Session1-headMic-0124,/F01/Session1/wav_headMic/0124.wav,GADGET,F01,1
F01-Session1-headMic-0125,/F01/Session1/wav_headMic/0125.wav,STORE,F01,0
F01-Session1-headMic-0126,/F01/Session1/wav_headMic/0126.wav,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT,F01,0
F01-Session1-headMic-0128,/F01/Session1/wav_headMic/0128.wav,STORM,F01,0
F01-Session1-headMic-0129,/F01/Session1/wav_headMic/0129.wav,STORM,F01,0
F01-Session1-headMic-0130,/F01/Session1/wav_headMic/0130.wav,GRANDFATHER LIKES TO BE MODERN IN HIS LANGUAGE,F01,0
F01-Session1-headMic-0131,/F01/Session1/wav_headMic/0131.wav,TORN,F01,0
F01-Session1-headMic-0132,/F01/Session1/wav_headMic/0132.wav,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE,F01,1
F01-Session1-headMic-0133,/F01/Session1/wav_headMic/0133.wav,TRAIT,F01,1
F01-Session1-headMic-0134,/F01/Session1/wav_headMic/0134.wav,YES,F01,0
F03-Session1-arrayMic-0005,/F03/Session1/wav_arrayMic/0005.wav,BETA,F03,1
F03-Session1-arrayMic-0006,/F03/Session1/wav_arrayMic/0006.wav,STUBBLE,F03,1
F03-Session1-arrayMic-0007,/F03/Session1/wav_arrayMic/0007.wav,STUBBLE,F03,1
F03-Session1-arrayMic-0008,/F03/Session1/wav_arrayMic/0008.wav,TRACE,F03,1
F03-Session1-arrayMic-0009,/F03/Session1/wav_arrayMic/0009.wav,GOAT,F03,1
F03-Session1-arrayMic-0010,/F03/Session1/wav_arrayMic/0010.wav,FORM,F03,0
F03-Session1-arrayMic-0011,/F03/Session1/wav_arrayMic/0011.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR,F03,1
F03-Session1-arrayMic-0012,/F03/Session1/wav_arrayMic/0012.wav,WELL HE IS NEARLY NINETY-THREE YEARS OLD,F03,1
F03-Session1-arrayMic-0013,/F03/Session1/wav_arrayMic/0013.wav,KNEW,F03,1
F03-Session1-arrayMic-0014,/F03/Session1/wav_arrayMic/0014.wav,SIP,F03,1
F03-Session1-arrayMic-0015,/F03/Session1/wav_arrayMic/0015.wav,ALPHA,F03,1
F03-Session1-arrayMic-0016,/F03/Session1/wav_arrayMic/0016.wav,SWARM,F03,0
F03-Session1-arrayMic-0017,/F03/Session1/wav_arrayMic/0017.wav,JACKET,F03,1
F03-Session1-arrayMic-0018,/F03/Session1/wav_arrayMic/0018.wav,RATE,F03,1
F03-Session1-arrayMic-0021,/F03/Session1/wav_arrayMic/0021.wav,TRADE,F03,1
F03-Session1-arrayMic-0022,/F03/Session1/wav_arrayMic/0022.wav,FOR,F03,0
F03-Session1-arrayMic-0024,/F03/Session1/wav_arrayMic/0024.wav,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR LITTLE ORGAN,F03,1
F03-Session1-arrayMic-0025,/F03/Session1/wav_arrayMic/0025.wav,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN,F03,1
F03-Session1-arrayMic-0026,/F03/Session1/wav_arrayMic/0026.wav,GROW,F03,0
F03-Session1-arrayMic-0027,/F03/Session1/wav_arrayMic/0027.wav,KNOW,F03,1
F03-Session1-arrayMic-0028,/F03/Session1/wav_arrayMic/0028.wav,WE HAVE OFTEN URGED HIM TO WALK MORE AND SMOKE LESS,F03,0
F03-Session1-arrayMic-0030,/F03/Session1/wav_arrayMic/0030.wav,EXCEPT IN THE WINTER WHEN THE OZONE OR SNOW OR ICE PREVENTS,F03,1
F03-Session1-arrayMic-0031,/F03/Session1/wav_arrayMic/0031.wav,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS,F03,1
F03-Session1-arrayMic-0032,/F03/Session1/wav_arrayMic/0032.wav,FAIR,F03,1
F03-Session1-arrayMic-0033,/F03/Session1/wav_arrayMic/0033.wav,WEED,F03,1
F03-Session1-arrayMic-0034,/F03/Session1/wav_arrayMic/0034.wav,SPARK,F03,1
F03-Session1-arrayMic-0036,/F03/Session1/wav_arrayMic/0036.wav,HAIR,F03,1
F03-Session1-arrayMic-0037,/F03/Session1/wav_arrayMic/0037.wav,A LONG FLOWING BEARD CLINGS TO HIS CHIN,F03,1
F03-Session1-arrayMic-0038,/F03/Session1/wav_arrayMic/0038.wav,AIR,F03,0
F03-Session1-arrayMic-0039,/F03/Session1/wav_arrayMic/0039.wav,CHAIR,F03,1
F03-Session1-arrayMic-0040,/F03/Session1/wav_arrayMic/0040.wav,SIP,F03,1
F03-Session1-arrayMic-0041,/F03/Session1/wav_arrayMic/0041.wav,TWO,F03,0
F03-Session1-arrayMic-0043,/F03/Session1/wav_arrayMic/0043.wav,RIGHT,F03,0
F03-Session1-arrayMic-0044,/F03/Session1/wav_arrayMic/0044.wav,SHEET,F03,0
F03-Session1-arrayMic-0045,/F03/Session1/wav_arrayMic/0045.wav,SHIP,F03,0
F03-Session1-arrayMic-0046,/F03/Session1/wav_arrayMic/0046.wav,BAG,F03,1
F03-Session1-arrayMic-0047,/F03/Session1/wav_arrayMic/0047.wav,BUG,F03,1
F03-Session1-arrayMic-0048,/F03/Session1/wav_arrayMic/0048.wav,PARK,F03,1
F03-Session1-arrayMic-0049,/F03/Session1/wav_arrayMic/0049.wav,YES,F03,0
